INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F__Y15T49,TIME_DETAIL__F__Y15T49,NATURE__F__Y15T49,COMMENT_OBS__F__Y15T49,isLatestValue__F__Y15T49
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,834,United Republic of Tanzania,TZA,34.80521182,-6.265332606,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,54.0,,C,,True
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,84,Belize,BLZ,-88.70199554,17.19965901,Latin America and the Caribbean,G,Global,2019,PT,Percent,2011,73.1,,C,The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,84,Belize,BLZ,-88.70199554,17.19965901,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,65.9,,C,The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.,True
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,G,Global,2019,PT,Percent,2002,81.4,,C,The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union. Data pertain to a non-standard age or marital status group.,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,G,Global,2019,PT,Percent,2015,77.2,,C,The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union. Data pertain to a non-standard age or marital status group.,True
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,854,Burkina Faso,BFA,-1.742843829,12.27491081,Sub-Saharan Africa,G,Global,2019,PT,Percent,2003,25.8,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,854,Burkina Faso,BFA,-1.742843829,12.27491081,Sub-Saharan Africa,G,Global,2019,PT,Percent,2011,39.9,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,854,Burkina Faso,BFA,-1.742843829,12.27491081,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,32.9,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,854,Burkina Faso,BFA,-1.742843829,12.27491081,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,39.9,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,854,Burkina Faso,BFA,-1.742843829,12.27491081,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,46.4,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,854,Burkina Faso,BFA,-1.742843829,12.27491081,Sub-Saharan Africa,G,Global,2019,PT,Percent,2017,46.2,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,854,Burkina Faso,BFA,-1.742843829,12.27491081,Sub-Saharan Africa,G,Global,2019,PT,Percent,2018,56.4,,C,,True
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,882,Samoa,WSM,-172.4430749,-13.61541469,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2009,34.9,,C,The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,882,Samoa,WSM,-172.4430749,-13.61541469,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2014,39.4,,C,The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.,True
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,887,Yemen,YEM,45.22389143,15.22242099,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2006,48.7,,C,The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,887,Yemen,YEM,45.22389143,15.22242099,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2013,37.7,,C,The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.,True
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,894,Zambia,ZMB,27.850329,-14.59701056,Sub-Saharan Africa,G,Global,2019,PT,Percent,2002,41.5,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,894,Zambia,ZMB,27.850329,-14.59701056,Sub-Saharan Africa,G,Global,2019,PT,Percent,2007,48.9,,C,,False
III.1,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,97572e77,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,894,Zambia,ZMB,27.850329,-14.59701056,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,62.4,,C,,True
